"","corrupción"
"salas",-0.0236862018694763
"ruiz",-0.00599152522841736
"falleció",-0.0228041907506087
"choque",-0.0345419211385968
"traumático",-0.0214210802258778
"contundentes",-0.0280289512277921
"cráneo",-0.0214210802258778
"faciales",-0.0214210802258778
"anoxia",-0.0214210802258778
"mecánica",-0.0214210802258778
"estrangulamiento",-0.0214210802258778
"solicitaron",-0.0303110768842861
"tordecilla",-0.0214210802258778
"enio",-0.0214210802258778
"peñata",-0.0214210802258778
"herrera",-0.0501323581137719
"feminicidio",-0.0179531152292894
"carnal",-0.0234845757543493
"violento",-0.0310724513780227
"consistente",-0.0231701414279709
"preventiva",-0.0168632831521137
"jerónimo",-0.0255368422813367
"comercializadora",-0.0214210802258778
"suministros",-0.0295866363635627
"osteosíntesis",-0.0214210802258778
"indiciados",-0.016956796000119
"pastrana",0.0129319414910407
"patricia",-0.0290128066913093
"contratante-gerente",-0.0214210802258778
"interventora",-0.0277000351764881
"cercana",-0.0428291019729402
"continúan",-0.031825467150155
"conforme",-0.0303913444757333
"priorización",-0.0483294999867307
"efectuada",-0.0325032522446819
"conocerá",-0.0318847292906699
"girados",-0.0407779483498828
"resguardo",-0.0214210802258778
"sotavento",-0.0214210802258778
"remodelación",-0.00249395917140094
"olímpica",-0.0224892100644977
"puente",-0.00874208834920443
"rio",-0.0508711643515023
"sinú",0.0176509942349176
"ambiental",-0.0453228985921001
"tratamientos",-0.0295866363635627
"terapias",-0.0141014859133663
"basadas",-0.0213858236254116
"neurodesarrollo",-0.0214210802258778
"síndrome",-0.0214210802258778
"down",-0.0289949834188808
"antero",-0.0214210802258778
"fundaciones",-0.0420445876118991
"creadas",-0.0315850045244465
"apropiarse",-0.0240085849236582
"irregularmente",-0.0214210802258778
"discapacitada",-0.0214210802258778
"concluir",0.0147972723181673
"manchó",-0.0214210802258778
"sangre",-0.00691158641589328
"pone",-0.00864731797709943
"peligrosa",-0.00654842541903351
"afán",-0.0206944104634413
"ajena",-0.0339057059010793
"extirparla",-0.0214210802258778
"candidatura",-0.0173355544577988
"convención",-0.0394540225437429
"elegida",-0.0116164752231469
"disciplina",-0.0263865316156994
"escogencia",-0.0424814181598866
"permanentes",-0.04124119997864
"pre-candidatos",-0.0208468363247983
"holmes",-0.0292282026177914
"nieto",-0.020210766754926
"consenso",-0.0244184921544137
"seleccionado",-0.0314098640315766
"examinando",-0.0208468363247983
"pedirá",0.00740951071151407
"nombramiento",0.0164377931446523
"compromisarios",-0.0208468363247983
"examinar",-0.0387396538837385
"hablado",0.00154111914463508
"honrado",-0.0373415075569026
"exprocurador",0.00853355558246079
"pensamos",-0.0458007218205667
"doctora",-0.0376599703378652
"rincón",-0.026309838941451
"saludo",-0.0339907822044597
"agradecemos",-0.0250876759729891
"inmensamente",-0.0208468363247983
"intelectual",-0.0217818071788006
"ejemplares",-0.0367971367215169
"patrióticos",-0.0208468363247983
"encabeza",0.00384017338759723
"castro",-0.0137223753258345
"proceso-continuó",-0.0208468363247983
"quisiera",-0.00615275762559881
"triunfo",-0.00105640031485384
"batalla",0.0208543984130986
"laicos",-0.0208468363247983
"pastor",-0.00590242736653536
"castellanos",-0.0226292798447577
"une",0.00192366342610914
"dijimos",-0.0246131977225659
"seres",-0.0111184745629578
"uribéz",-0.0208468363247983
"plataforma",0.0151038785564499
"programatica",-0.0208468363247983
"terminada",-0.030737087980907
"programar",-0.0208468363247983
"foros",-0.0258404139385505
"foro",-0.0106468189579901
"aspiran",-0.00187734804883106
"participe",0.0343819898023594
"cierran",-0.0208468363247983
"aspiramos",-0.0281899013999145
"traje",-0.0305856062704638
"escritos",-0.0400260378452001
"contribuir",-0.0659063574112755
"discusión",0.0223272636315041
"juvenil",0.000193600401870172
"bosque",-0.0208468363247983
"pensiones",-0.0271254495356654
"órganos",0.00784536913761393
"congelar",-0.0302370485966869
"mar",-0.0141920376670085
"caiga",-0.0301591486048391
"tiranía",-0.0291274128000077
"amanezca",-0.0208468363247983
"urgente",0.00747978036719769
"publique",-0.0287069401832914
"diputado",-0.027278340698613
"concejal",0.005229858928101
"gestione",-0.0208468363247983
"gasto",-0.0119913747428286
"radicamos",-0.0220191680622078
"insistiremos",-0.0286274779209818
"discrecionales",-0.0208468363247983
"presupuestos",0.0119357193060764
"publican",-0.0208468363247983
"encubre",-0.0208468363247983
"comete",0.0173883750425867
"queridos",-0.00190209165833808
"controversia",-0.0238284377620309
"generada",-0.0272988229497156
"apartan",-0.0208468363247983
"ilusión",-0.035585295258377
"luchar",0.0457396092189286
"manejado",-0.0410977341841305
"austeridad",-0.018771990260164
"honesto",-0.0386348626181999
"entendemos",-0.0425518333647042
"compartimos",-0.0326010001756092
"exigencia",-0.0447736387666589
"temita",-0.0208468363247983
"delicado",-0.0294570166695486
"lleguen",-0.0269738357775544
"reducir",-0.0384899050041373
"tomen",-0.0208468363247983
"gavillas",-0.0208468363247983
"circunstancia",-0.0442218269546062
"reduce",-0.00365582190956182
"escoger",-0.0295641210078318
"llegaré",-0.0208468363247983
"libremente",-0.0376973849780161
"escoja",-0.0208468363247983
"angelino",-0.0208468363247983
"interna",-0.00732579890155864
"escuchamos",-0.0280558386854163
"minuticos",-0.0208468363247983
"visitar",-0.0305218133578794
"ampliación",-0.0119180674623557
"eligió",-0.0244436633032633
"votó",-0.0403981914384505
"escogiendo",-0.0208468363247983
"bancadas",-0.0301234919862509
"listado",-0.00197127463297768
"unánime",-0.0496986044631987
"máximo",-0.00387512268673717
"alex",-0.0288893676596275
"adriana",-0.0208468363247983
"gutiérrez",-0.0517569302273575
"jaramillo",0.00300266742443082
"cidenia",-0.0208468363247983
"rovira",-0.0208468363247983
"consuelo",-0.0208468363247983
"londoño",-0.0277846600620777
"elsa",-0.0347898592898281
"dorronsoro",-0.0208468363247983
"aljure",-0.0208468363247983
"emmanuel",-0.0208468363247983
"arango",-0.0208468363247983
"cossio",-0.0212211361414126
"alameda",-0.0208468363247983
"ernesto",-0.0456406676404115
"bacci",-0.0208468363247983
"gina",-0.0264770860150579
"benedetti",-0.00222118446244756
"isaac",-0.0208468363247983
"yanovich",-0.0208468363247983
"farbaiarz",-0.0208468363247983
"norberto",0.0116596347515812
"monroy",-0.0208468363247983
"cote",-0.0208468363247983
"félix",-0.0255396193217065
"lafaurie",-0.0208468363247983
"gonzalo",-0.00356768167494885
"cesar",-0.0268802022219411
"aldana",-0.0359806701227296
"saavedra",0.0232926806994483
"macías",-0.0325751838158532
"paola",-0.0227530542506037
"echavarría",-0.0240617198613375
"estradda",-0.0208468363247983
"comite",-0.0208468363247983
"etico",-0.0208468363247983
"aclamación",-0.0208468363247983
"proposición",-0.0328017630380679
"aumentar",-0.0295078297479497
"característicos",-0.0208468363247983
"rigor",-0.0450780033113915
"contemplado",-0.0267720420761707
"estatutos",-0.0350609520673266
"repiten",-0.0285105182723073
"diana",-0.00398593726564715
"gedeón",-0.0285623682302891
"elegidos",-0.01166736779892
"perfiles",-0.0299101688280037
"velilla",0.000269458150933943
"pontificia",-0.024940320914626
"bolivariana",-0.0411742587721277
"civil-comercial",-0.0208468363247983
"paris",-0.0249342376010716
"francia",-0.00605544123579455
"económico",-0.015210454665623
"orleans",-0.0208468363247983
"betancur",-0.0315548152490269
"fundador",-0.000485703318059798
"externado",-0.0469430657446255
"sección",-0.00700780047946414
"permaneció",-0.0245838256303663
"zaida",-0.0208468363247983
"barrero",-0.0208468363247983
"profesional",-0.0206486272641379
"jurídico",-0.0625831676881697
"trayectoria",-0.0244592765675732
"privada",0.00267052561362929
"graduada",-0.0208468363247983
"tomás",-0.0220280180497025
"especialización",-0.0309710884117481
"arboleda",0.001895865973227
"desempeñado",-0.0496248052541524
"tránsito",-0.0021029907121459
"capitalinas",-0.0208468363247983
"s.a",-0.0401041198958176
"angulo",-0.035246564997099
"profesora",-0.0059625296453604
"aquino",-0.0208468363247983
"ingeniero",-0.0249872857008397
"electricista",-0.0208468363247983
"electo",-0.0068316767213654
"embajador",-0.0264695197482436
"ámbito",-0.0444959698620224
"subdirector",-0.0272419699578554
"profesor",-0.0222883189215941
"vicedecano",-0.0236513880696992
"pontifica",-0.0208468363247983
"administradora",-0.0208468363247983
"énfasis",-0.0436043145013825
"contabilidad",-0.0412995387756473
"finanzas",-0.0597019912386406
"purdue",-0.0208468363247983
"university",-0.0228991819108752
"lidera",-0.0322169256408506
"proyección",-0.0208468363247983
"turísticos",-0.00135945064223943
"presidido",-0.0220214776289519
"gremial",-0.0296503974098832
"convention",-0.0208468363247983
"and",-0.0401122546809869
"visitors",-0.0208468363247983
"bureau",-0.0208468363247983
"andi",-0.0221542608062848
"bolívar",-0.0175912917144184
"reconocimientos",-0.0297937051242055
"severiche",-0.0208468363247983
"abogada",-0.0323915209220633
"laboral",-0.0119128225025194
"independiente",-0.0566339378012271
"hipotecarios",-0.0208468363247983
"servidora",-0.0208468363247983
"pacto",0.0160214186606795
"siga",0.00260126424564798
"declaraciónporlatransparencia",0.0234679696718012
"vivo",0.0192833474204816
"conformar",0.012602354138342
"convergencia",0.0043636081757424
"procure",0.0043636081757424
"producir",0.00100994972588382
"distribuirla",0.0043636081757424
"foto",-0.00578451821951132
"criticó",-0.0058292499671832
"probó",-0.0223824979187399
"inferencia",-0.0223824979187399
"razonable",-0.0340081769144121
"cometió",-0.0260209221770127
"omitiendo",-0.0293450424370177
"anunciaron",-0.0285682959287158
"solicitarán",-0.0230884989868694
"terminación",-0.0233203905040461
"destrozaron",-0.0223824979187399
"tesis",-0.0356646226986043
"demostrando",-0.0223824979187399
"perdió",-0.0185500895060075
"arribó",-0.0290714096625583
"anoche",-0.0329182162452444
"afecto",-0.0336825213282092
"golpes",0.0169598951942713
"develamos",0.0043636081757424
"musa",-0.0120451571805807
"votados",0.0043636081757424
"consulado",0.0100986027675142
"são",-0.00393628572194878
"paulo",-0.021993730817232
"eleuberto",-0.0225500327347806
"martorelli",-0.0253543092143652
"renombrado",-0.00350289361675238
"vincula",-0.0047157827360313
"inequidad",-0.00848459686358557
"guerras",-3.20564376696889e-06
"entusiastas",0.00230621539924377
"tango",0.00230621539924377
"porquería",0.00230621539924377
"bolaño",0.00230621539924377
"venezolana",-0.017683548704864
"rebela",-0.0223824979187399
"arrecia",-0.0223824979187399
"ciudadana",-0.0111864129380023
"acaba",-0.0170613138301395
"dictador",-0.0109495098190718
"desobedecer",-0.0223824979187399
"semejante",-0.009194707383233
"locura",-0.028272353545798
"opositos",-0.0223824979187399
"henrique",0.0114443576109458
"capriles",-0.0116845626321375
"nicolas",-0.0243146396383843
"seguidores",-0.00239370266545242
"salir",-0.00114556553836372
"neuvamente",-0.0223824979187399
"calles",0.014930598013802
"autogolpe",-0.0281051221182235
"madurista",-0.0298031641773063
"cúpula",-0.00906881344530355
"pretenden",-0.0280705330875402
"matar",-0.0293018975887868
"alertó",-0.0146618184631942
"consolidación",-0.0481694292079873
"profundización",-0.0345868108456054
"agobia",-0.0223824979187399
"borges",-0.0223824979187399
"pronunció",-0.0179897854617911
"cansarse",-0.0223824979187399
"democrática",0.000180058014715413
"mud",-0.0223824979187399
"hicimos",-0.0461933027461108
"disolviendo",-0.0289904008274873
"mecanismo",0.0130072122234547
"agravar",-0.0223824979187399
"ratificó",-0.0234488371770552
"decirles",-0.0460122694035823
"cansarnos",-0.0223824979187399
"casta",0.00298773386705813
"venezolano",-0.00345518839817454
"discutir",-0.0537791728022613
"pensar",-0.0354251869917356
"huye",-0.00762452260041097
"precipicio",-0.0268245865509324
"evadir",-0.0497907656375893
"ponerse",-0.0248631362661116
"locuras",-0.0223824979187399
"convocatoria",0.00940535016623656
"lideres",-0.0223824979187399
"opositores",-0.0386349819660959
"cumplió",-0.0495095812608988
"cacerolazo",-0.0223824979187399
"caracas",-0.0359188085245764
"venezolanas",-0.0279025190611825
"haremos",-0.0301245407415126
"plaza",0.014706935418786
"inequívoca",-0.014457725742597
"alianzas",-0.00508100350895857
"reintegración",-0.02161368319573
"civilizadamente",-0.014457725742597
"opciones",-0.0163123753526233
"ponerle",0.031353117408743
"deteriorado",0.0151260995695099
"hombro",-0.014457725742597
"quieren",-0.0064210625561467
"digna",-0.0277590804989734
"manejen",-0.014457725742597
"sueño",-0.0267596956598474
"conquistar",-0.0221773707401967
"acuerdan",-0.0199324729329858
"cooperar",-0.0337851265769849
"trasnacional",0.000300957091759409
"fiscalía.gov.co",-0.0199324729329858
"cervantes",-0.0199324729329858
"percibido",-0.0199324729329858
"organizada",-0.0178522819887522
"trascender",-0.0199324729329858
"regía",-0.0215696495239833
"inequívoco",-0.0199324729329858
"conocen",-0.0316297688111937
"fronteras",-0.0289063705678811
"hora",-0.018331730752182
"detalló",-0.0359912850950978
"implica",0.00730392716749776
"tripartita",-0.0199324729329858
"diagnostico",-0.0282790831854835
"trascienden",-0.0199324729329858
"desarrollan",0.00956721632361912
"implementar",-0.0406641343501631
"costará",-0.0188163504394756
"frase",-0.015239757990706
"seminario",-0.0273373139294887
"posconflicto",-0.0295051423738527
"autorizada",-0.02540990547195
"fedesarrollo",0.0062386958550044
"presupuestal",-0.0316518985106784
"cuesta",0.0120568216661143
"ocupen",-0.0188163504394756
"verán",0.0190541340049404
"inviable",-0.00558095321899543
"persiste",-0.0208768029038514
"posibilidades",0.00384017810541733
"materializar",-0.0277986615804223
"pactó",-0.0284635641442452
"urgen",-0.0219961387298791
"plural",-0.0290556757204603
"centros",-0.0171873810700383
"urgieron",-0.0219764849229982
"simultáneamente",-0.0360649643101952
"demuestren",-0.0219764849229982
"contribución",-0.0430156085616391
"componente",-0.0468916115700351
"restaurativo",-0.0272943649692607
"consideran",0.0127703949395699
"diferencial",-0.0351728031847679
"impulso",-0.00608128568454583
"recomiendan",-0.0219764849229982
"suspender",-0.0371950360850011
"forzada",-0.0344815089408957
"afirman",-0.0515602551517391
"deberían",-0.00594136303150472
"concentrarse",-0.0369531697111948
"extensiones",-0.0219764849229982
"denominados",-0.0219764849229982
"industriales",-0.0467875977655781
"cultivadores",-0.0104540570341991
"firmantes",-0.0271976446894084
"señalan",-0.0233784741090351
"transición",-0.0206725410911359
"fortaleciendo",-0.0254251251080668
"abajo",-0.0109945943761116
"dirigimos",-0.0219764849229982
"vicepresidencia",-0.034927581789572
"renovación",0.0200251054414251
"csivi",-0.0229033238317738
"adscritos",0.00420670377499481
"apoyamos",-0.0347259444344174
"farc-ep",-0.037504559652072
"ofreciendo",-0.0349329171397811
"analíticos",-0.0219764849229982
"realizamos",-0.0360415911965483
"avanzado",-0.0355365057631781
"implementando",-0.030150241653048
"asegurar",-0.0759624848543594
"transformaciones",-0.0331698324948201
"profundas",-0.0304513050041996
"modifiquen",-0.0339022592652562
"permanezcan",-0.0219764849229982
"pnis",-0.0219764849229982
"colectivos",-0.0350657449756787
"concertada",-0.0299521428104515
"cuyos",-0.0582307128121107
"contenidos",-0.0445034867400695
"guardan",-0.0219764849229982
"definiendo",-0.0219764849229982
"componentes",-0.0356424876938514
"adicionales",-0.033902186231732
"participativo",-0.0368230773693477
"centrado",-0.0258903057737062
"acordada",-0.0433022175146231
"coinciden",-0.0129190768997355
"interrumpió",-0.0219764849229982
"enmarquen",-0.0219764849229982
"amplias",-0.0219764849229982
"lectura",-0.0229535112122482
"revisión",-0.0311119702789046
"dinámicas",-0.0219764849229982
"regionales",-0.00658834414696691
"recomendaciones",-0.00353549802167315
"adecuada",-0.00702823767549836
"amplio",-0.0109693230365002
"materializado",-0.0304513050041996
"implementarse",-0.0219764849229982
"corto",-0.0339359610727925
"pondría",-0.0219764849229982
"sostenibilidad",-0.0492878720554721
"consideramos",-0.0362175468985169
"dirigidas",-0.0219764849229982
"fragmentada",-0.0219764849229982
"específico",-0.041842165207395
"articular",-0.0240293876988842
"municipales",0.0135344161445918
"comunitarios",-0.0358072268950935
"suscribiendo",-0.0219764849229982
"complementar",-0.0219764849229982
"recolectores",-0.0219764849229982
"enunciar",0.000133666330787669
"determinante",-0.0343090928056066
"diseñar",-0.0241748905842481
"monitoreo",-0.051739673227599
"indicadores",0.0154095778245895
"transformación",-0.037977419493321
"erradicadas",-0.0229322071115352
"sembradas",-0.0229322071115352
"incluya",-0.0249169016199265
"índices",0.0287212822457405
"multidimensional",-0.0304513050041996
"cascos",-0.0219764849229982
"urbanos",-0.0180984813678097
"acopio",-0.0344359166386567
"formalización",-0.0369556505894738
"conoce",-0.0016995084907156
"normativo",-0.0317488778749915
"fundamente",-0.0219764849229982
"desarrolle",-0.0301410245982506
"diferenciado",-0.0428103323696842
"agricultores",-0.026253458489365
"cultivo",-0.0335519725785147
"agota",-0.0219764849229982
"normativas",-0.0311402800338735
"aclarar",0.00355835864815811
"vinculante",-0.0287835785911775
"impulsa",-0.0219764849229982
"forzosa",-0.0241726902055793
"publicidad",-0.0472700163239193
"focalizado",-0.0219764849229982
"veredas",-0.0219764849229982
"definido",-0.0303521102987845
"progresiva",-0.0305345549866879
"garanticen",-0.0424291911783694
"sembrando",-0.0377075406480555
"quieran",-0.0295557787160538
"exista",-0.0263009418398341
"cronograma",-0.036142149015531
"firmarán",-0.0219764849229982
"individualmente",-0.0304513050041996
"ventana",-0.0219764849229982
"avances",0.0178495686204633
"concertación",-0.0381824704784886
"vereda",-0.0256870889531843
"recomendamos",-0.00435406456998957
"enfoques",-0.0283530877144945
"diferenciales",-0.0311402800338735
"étnico",-0.0219764849229982
"contemple",-0.0219764849229982
"definición",-0.00945108076610134
"metodológica",-0.0219764849229982
"articulación",-0.0318567876193931
"debería",-0.0097735495154699
"precisar",-0.0318885702796091
"lugares",0.00210036726981385
"naturaleza",-0.0694597113801605
"cronogramas",-0.0219764849229982
"roles",-0.0219764849229982
"específicos",-0.03171031709541
"enfoque",-0.0510363459243903
"guiar",-0.0219764849229982
"corregimientos",-0.0298639084180332
"sostenibles",-0.0358910994344723
"interpretarse",-0.0219764849229982
"subsidios",-0.0333173902889139
"directos",0.00105979211614112
"advierte",0.00403657421190108
"eficiente",-0.0288491099610791
"impactos",0.00374129722407306
"limitados",-0.0219764849229982
"resaltar",-0.0491345768854489
"prever",-0.0237542055451591
"negativas",-0.0219764849229982
"generado",-0.0204829955990016
"zona",-0.0216985598882083
"disputas",-0.0376664793402443
"desestimulo",-0.0219764849229982
"interpretar",-0.027341320186728
"cobertura",-0.00629556838361641
"comparación",-0.0219764849229982
"ende",-0.0274390924281065
"frustración",-0.00711188320680556
"resquebrajaría",-0.0219764849229982
"aleja",-0.0219764849229982
"incrementarse",-0.0219764849229982
"sugerimos",-0.000429876907567848
"ayuda",0.00778812007470107
"emergencia",-0.0258773131570386
"destinada",-0.0214773596881704
"inmediatas",-0.0219764849229982
"comenzarán",-0.0219764849229982
"definida",-0.0349190360677455
"participativa",-0.031172423514444
"alterar",-0.0303521102987845
"estructurales",-0.0486857402808391
"vulnerabilidad",-0.0268606800531182
"aislamiento",-0.0311024057968189
"poblaciones",-0.0281423405112108
"asuma",-0.0219764849229982
"respaldados",-0.0219961387298791
"asignación",-0.00248139083369451
"sumarse",-0.0219764849229982
"transacción",-0.0421115701337013
"pactadas",-0.0193805904990445
"sostenido",-0.026055569321598
"amplía",-0.0172414157831952
"potenciales",-0.0415033158378704
"crece",-0.012424095091455
"establecida",-0.0375319903553023
"cuestionamientos",-0.0300690313631765
"incertidumbres",-0.0219764849229982
"situaciones",-0.0226179218227237
"conflictividad",-0.022507290698165
"defina",-0.0239977447320713
"privilegiar",-0.0219764849229982
"estrategias",-0.0125925927143545
"encargadas",-0.00373900074469582
"articuladas",-0.0219764849229982
"paralela",-0.0235567374443725
"coordinación",-0.0230354259158907
"secuencia",-0.0236649489571195
"implementa",-0.0219764849229982
"logran",-0.0311474015244208
"incumplimiento",-0.0401254886533526
"suscribirlos",-0.0219764849229982
"espacios",-0.0645357319326931
"derivado",-0.0221715346235424
"entenderse",-0.0237542055451591
"estrictos",-0.0304513050041996
"determinación",-0.00150710329439014
"rebelión",-0.0275660632255511
"diseño",-0.0443794026809147
"publicado",-0.0368010229663454
"permiten",-0.0138180717015504
"dilucidar",-0.0214101978852054
"conformado",-0.049379207375734
"seleccionadas",-0.0219764849229982
"respetando",-0.0392587336602534
"delimitando",-0.0219764849229982
"suplantación",-0.0310031887202926
"constitucionales",-0.0681422388481217
"acompañar",-0.00953020465843871
"llegada",0.00488793605496719
"formule",-0.0219764849229982
"imparta",-0.0219764849229982
"lineamientos",-0.0358321312061103
"estratégicos",-0.029483756524069
"amplios",-0.0270954688342932
"transparentes",-0.000108946327918103
"contemplan",-0.0249651623857883
"asambleas",-0.0225985788214696
"comunitarias",-0.0516358383388966
"comisiones",-0.0103584056070902
"organizadas",-0.0301410245982506
"señal",0.0129240808709199
"participativos",-0.0219764849229982
"respondan",-0.0308442463943409
"cooptados",-0.0286857619721528
"jugar",-0.00977967591397403
"juntas",-0.0358566183271984
"comunal",-0.0219764849229982
"validación",-0.0225114988783838
"certificación",-0.0219764849229982
"cosechadores",-0.0219764849229982
"colectividades",0.0121376108174649
"corre",-0.0400747404022779
"favorezcan",-0.0219764849229982
"clientelismo",0.013590197620439
"instancias",0.0292971136715732
"suscriben",-0.0251870265753497
"prioritario",-0.0202395017040636
"campesinas",-0.0269159030574376
"intervinientes",-0.0219764849229982
"cuenten",-0.0360147820085922
"garantía",-0.00904071066967597
"judicializados",0.0291484996012948
"censo",-0.0268606800531182
"catastro",-0.0308810775111724
"bases",-0.0540215388420259
"suministren",-0.0219764849229982
"protegidos",-0.0272231151916189
"renunciar",-0.00171825827297493
"erradicar",-0.000900201446808956
"establecen",-0.0269055496845369
"omitan",-0.0219764849229982
"realicen",-0.0335650532530323
"encuentre",-0.0127950087516339
"física",-0.0455892621641641
"notorio",-0.0203805672837221
"copadas",-0.0219764849229982
"grupos",-0.0518731448692814
"margen",-0.0237171137832262
"permanencia",-0.035011493250233
"prevenga",-0.0219764849229982
"contempla",0.0182686684358457
"implementadas",-0.0256182957579253
"creando",-0.0390942009374451
"dándole",-0.0219764849229982
"desmantelamiento",-0.033937488985405
"atentan",-0.0219961387298791
"atenten",-0.0275159024781453
"participen",-0.0383045354571021
"priorizando",-0.0219764849229982
"iii",-0.0552940544946346
"integrando",-0.0219764849229982
"cuerpo",-0.0550033983674534
"élite",-0.00254910170510637
"iv",-0.033512834036542
"estableciendo",-0.0277667695010723
"surta",-0.0219764849229982
"construirse",-0.0219764849229982
"fortalecerse",-0.0219764849229982
"definan",-0.0215358007768854
"objetivos",0.00748161185233981
"competencias",-0.0170115243854582
"apliquen",-0.0219764849229982
"diferenciadas",-0.0308442463943409
"estratégicas",-0.035637910809442
"dejusticia",0.00549697566477809
"juristas",0.0161036379851855
"ccj",-0.0219764849229982
"excelencia",-0.0239435188726839
"cej",-0.0219764849229982
"transiciones",-0.0219764849229982
"integrales",-0.0289289689854881
"ifit",-0.0219764849229982
"fip",-0.0219764849229982
"icp",-0.0219764849229982
"international",-0.0480508082538662
"icg",-0.0219764849229982
"observación",-0.00929753088931273
"moe",-0.0219764849229982
"camila",-0.0219764849229982
"gamboa",-0.0219764849229982
"interdisciplinarios",-0.0219764849229982
"catalina",-0.00934203732759169
"botero",-0.0296970288074236
"marino",-0.0219764849229982
"decana",-0.00934203732759169
"orozco",-0.0102471559182634
"consultoría",-0.039350878661812
"desplazamiento",-0.0370439118311406
"codhes",-0.0219764849229982
"rené",-0.0219764849229982
"urueña",-0.0219764849229982
"socio-jurídicas",-0.0219764849229982
"cijus",-0.0219764849229982
"comprometa",-0.0205461473413692
"facilitación",-0.0205461473413692
"colega",-6.41671632525232e-05
"polo",-0.0210163108170972
"escandalo",-0.0218568767247708
"asumo",-0.0278139147212825
"participado",-0.0126047530879136
"procedido",-0.0205461473413692
"honradez",-0.0205461473413692
"límites",-0.0391672811984401
"viga",-0.00590471761326844
"ojo",0.0120154761793547
"paja",-0.00502071768900697
"ajeno",-0.0388171637575502
"formulado",-0.0260388552595855
"transcribimos",-0.0307553531257322
"pronunciamientos",-0.0663226861616992
"nombrado",0.00303014099767906
"vino",-0.0324368279298415
"recomendó",-0.02325295875437
"silvana",-0.0285538107688953
"giaimo",-0.0285538107688953
"conocí",-0.0315297975154581
"cartagenero",-0.0205461473413692
"mantuve",-0.0205461473413692
"cámaras",0.00904873767490411
"componenda",-0.0205461473413692
"méritos",-0.0332640419170097
"conocía",-0.0482855736275248
"sumamente",-0.0300803318468967
"reputada",-0.0205461473413692
"estimo",-0.0205461473413692
"aprecio",-0.0232801025085086
"registró",0.00021145332501345
"tesoro",-0.0269005754928628
"iva",-0.0114455805742095
"retención",-0.0205461473413692
"apareció",-0.0269237009390219
"complementario",-0.0273158470947579
"expresado",-0.0374702404904362
"convenido",-0.0404532384950818
"consentido",-0.0335307677876723
"gallardamente",-0.0302763933995518
"consintió",-0.0205461473413692
"conocemos",-0.023183202958225
"citar",-0.0282741699810182
"oído",-0.023009757968587
"colaborar",0.0229839174265538
"rapidez",-0.033048486764371
"mente",-0.0310923217549873
"jugarle",-0.0205461473413692
"caducidad",-0.0268680754324858
"releva",-0.0205461473413692
"preparación",-0.0252609418963908
"anticipada",-0.0228234203880615
"madurez",-0.024481566037446
"distinguidos",-0.0205461473413692
"comentarios",0.00652282190480132
"referiré",-0.0205461473413692
"sol",-0.0377953872870149
"emprendió",0.0288387946510639
"importancia",-0.0162326855074488
"calzada",-0.0289583379107878
"malla",-0.0219163621753744
"vial",-0.0570264340730599
"vallecaucana",-0.0205461473413692
"dobles",-0.0264728695626711
"calzadas",-0.0279783806705856
"transversal",-0.0424087823537535
"américas",-0.0168659495939318
"dividió",-0.0205461473413692
"tramos",-0.0295275767078937
"concibió",-0.0263816541197493
"acompañada",-0.0316339056665325
"banco",-0.0182720639554414
"buscó",-0.012403050623322
"asesoría",-0.0476195811384563
"prepliegos",-0.0354352262774615
"publicaron",-0.00314493764464883
"anoto",-0.0205461473413692
"introdujo",-0.0277485003605808
"pliegos",-0.0482812852875705
"amaño",-0.000511613571040983
"discutieron",-0.0284719142461678
"publicación",-0.0422229870285024
"rondas",-0.0205461473413692
"introducido",-0.0274518707532365
"aras",-0.0380607365660251
"recordarán",-0.0205461473413692
"televisión",-0.0485010120261867
"aeropuerto",-0.018850169768301
"dorado",0.0227364298314222
"adjudicaron",-0.0205461473413692
"suspendían",-0.0205461473413692
"discutían",-0.0278485007373606
"proponentes",-0.0626923207639308
"adjudicó",-0.0355276022020962
"aplazado",-0.0205461473413692
"hablemos",-0.0205461473413692
"tramo",-0.0676554595411422
"consorcio",-0.0105365022142477
"solarte",-0.028830177841866
"corficolombiana",-0.0357156891699482
"participaba",-0.0283683734944345
"ohl",-0.0209201604895824
"acreditó",-0.0205461473413692
"obligo",-0.0205461473413692
"maldito",-0.0205461473413692
"condujo",-0.0205461473413692
"ferrocarriles",-0.0205461473413692
"barajas",-0.0205461473413692
"prepliego",-0.0205461473413692
"requerida",-0.0335665554396129
"rds",-0.0205461473413692
"china",-0.0446820405827772
"railway",-0.0205461473413692
"shisiju",-0.0205461473413692
"nule",-0.024531082069598
"formalizada",-0.0205461473413692
"pagarés",-0.0205461473413692
"autopista",-0.0297775055587398
"girardot",0.00564898813218583
"exegibilidad",-0.0205461473413692
"convertibilidad",-0.0205461473413692
"daban",-0.0205461473413692
"chinos",-0.0276050422255544
"cumplían",-0.0284844690628422
"flujo",-0.0476579300654072
"caja",-0.0408871745939288
"competidores",-0.0205461473413692
"ganador",0.00467871136665592
"descalificaron",-0.0205461473413692
"caprichosamente",-0.0205461473413692
"dirigía",-0.0332790594525599
"quilates",-0.0205461473413692
"gallego",-0.0559599163783832
"implementado",-0.0261484439872608
"fórmula",-0.0377329576246999
"sobres",-0.027185598961734
"ahínco",-0.0205461473413692
"vehemencia",-0.0296446803534354
"tomó",-0.026345339985623
